kind,error
"Scale Up",0.06867271665870615
"Scale Up",0.04985200186945007
"Scale Up",0.2169183416176993
"Scale Up",0.0023665327686536375
"Scale Up",0.17283664969921333
"Scale Up",0.018867365567705883
"Scale Up",0.006664530599166934
"Scale Up",0.03161016414183811
"Scale Up",0.19789778905400507
"Scale Up",0.031279674006504915
"Scale Up",0.29644881669589973
"Scale Up",0.041470305433221354
"Scale Up",0.06366069256345795
"Scale Up",0.004965737614759922
"Scale Up",0.12466206067888255
"Scale Up",0.1064152123661563
"Scale Up",0.1582939472480561
"Scale Up",0.06016382793662677
"Scale Up",0.13112544565662598
"Scale Up",0.6505148394912175
"Scale Up",0.30251173115510405
"Scale Up",0.25415084102007596
"Scale Up",0.10998832978650375
"Scale Up",0.035121710642195374
"Scale Up",0.29177635042645045
"Scale Up",0.11471375528883516
"Scale Up",0.7422472959862014
"Scale Up",0.05479104572262033
"Scale Up",0.270273476893872
"Scale Up",0.31302140007254264
"Scale Up",0.012185133381217001
"Scale Up",0.044838519845766034
"Scale Up",0.016655901079634584
"Scale Up",0.014792355751561926
"Scale Up",0.4087003638052481
"Scale Up",0.11343995039464676
"Scale Up",0.020939359958595704
"Scale Up",0.0024020684159534035
"Scale Up",0.01076686442540101
"Scale Up",0.02054788497053909
"Scale Up",0.04129683266373914
"Scale Up",0.06639395846444304
"Scale Up",0.016248967226659323
"Scale Up",0.3070560058953574
"Scale Up",0.04866483653606189
"Scale Up",0.05999155048584706
"Scale Up",0.006977060015165061
"Scale Up",0.23608494605240624
"Scale Up",0.11307060978091298
"Scale Up",0.16459831932773109
"Scale Up",0.5210296458844283
"Scale Up",0.22871402428880386
"Scale Up",0.1300102858822185
"Scale Up",0.05181978515311848
"Scale Up",0.18539451845870902
"Scale Up",0.006492124308216263
"Scale Up",0.3315959199140058
"Scale Up",0.5990412652855595
"Scale Up",0.4090599786137844
"Scale Up",0.3884360300347679
"Scale Up",0.12931348250342306
"Scale Up",0.3940324703817464
"Scale Up",0.38754823555729545
"Scale Up",0.09393608399985906
"Scale Up",0.0857446992578773
"Scale Up",0.27444720350005913
"Scale Up",0.021962759040478102
"Scale Up",0.19326179762316834
"Scale Up",0.45292187904114994
"Scale Up",0.10511266155781768
"Scale Up",0.16298485388405573
"Scale Up",0.034657039711191336
"Scale Up",0.035585402424458054
"Scale Up",0.0168181946125482
"Scale Up",0.08394340336993195
"Scale Up",0.20718858941797919
"Scale Up",0.05782512858192505
"Scale Up",0.21311289268141623
"Scale Up",0.09722324519407823
"Scale Up",0.029632018847815113
"Scale Up",0.08659940741852004
"Scale Up",0.02896373714720941
"Scale Up",0.00554811968395147
"Scale Up",0.0692655178183035
"Scale Up",0.274241978216073
"Scale Up",0.019813465005094445
"Scale Up",0.4086633821741634
"Scale Up",0.0802841918294849
"Scale Up",0.13994910941475827
"Scale Up",0.1084790311579858
"Scale Up",0.2862880295706568
"Scale Up",0.12369109947643979
"Scale Up",0.07723599284048381
"Scale Up",0.15606733691840075
"Scale Up",0.09922980476446355
"Scale Up",0.022756968641114983
"Scale Up",0.04591777141855983
"Scale Up",0.32165702101736215
"Scale Up",0.03949913468390512
"Scale Up",0.05180952380952381
"Scale Up",0.32194410012395536
"Scale Up",0.28437276989668997
"Scale Up",0.41489261046456616
"Scale Up",0.06993321681058096
"Scale Up",0.270092073542653
"Scale Up",0.039172996466144035
"Scale Up",0.060831473675510374
"Scale Up",0.4418591323285002
"Scale Up",0.1499319442990263
"Scale Up",0.02782516857583882
"Scale Up",0.4744211880261927
"Scale Up",0.14455584052226625
"Scale Up",0.36933596968199045
"Scale Up",0.07755769053361272
"Scale Up",0.11882283777708615
"Scale Up",0.3940190848298144
"Scale Up",0.1756883604505632
"Scale Up",0.10245946962156902
"Scale Up",0.07135306553911205
"Scale Up",0.06711188415755832
"Scale Up",0.2749386478250317
"Scale Up",0.11901562458830658
"Scale Up",0.22426354133671206
"Scale Up",0.11692808420761054
"Scale Up",0.0019283303872730194
"Scale Up",0.03947185545517721
"Scale Up",0.06817062799337541
"Scale Up",0.2736811045830477
"Scale Up",0.1521271256779972
"Scale Up",0.1389351081530782
"Scale Up",0.01698595722389018
"Scale Up",0.27276920012997496
"Scale Up",0.15328094896301614
"Scale Up",0.12003103299982773
"Scale Up",0.002178306647973397
"Scale Up",1.1084632906956369
"Scale Up",0.10049758136205682
"Scale Up",0.12218649517684887
"Scale Up",0.3323232323232323
"Scale Up",0.23330351818723913
"Scale Up",0.8062631634932454
"Scale Up",0.2164871227471714
"Scale Up",0.18255660933883922
"Scale Up",0.04163238440019747
"Scale Up",0.43114951328885487
"Scale Up",0.14400237529691212
"Scale Up",0.06992361638110202
"Scale Up",0.12500341147894437
"Scale Up",0.9817766931828986
"Scale Up",0.010468634988140999
"Scale Up",0.22178349089232188
"Scale Up",0.04581225597452742
"Scale Up",0.37211145808311313
"Scale Up",0.21139132898838198
"Scale Up",0.3356968837496818
"Scale Up",0.05756823821339951
"Scale Up",0.08733727810650888
"Scale Up",0.2866508755604433
"Scale Up",0.08358621749318174
"Scale Up",0.009245454465254559
"Scale Up",0.06395824805566926
"Scale Up",0.12120774924339522
"Scale Up",0.06987343620444199
"Scale Up",0.01193615050238723
"Scale Up",0.019608439319218362
"Scale Up",0.052951527755559114
"Scale Up",0.10519492990205492
"Scale Up",0.25959493670886075
"Scale Up",0.0030792700947705888
"Scale Up",0.008504357996157166
"Scale Up",0.12959810524757606
"Scale Up",0.08081220959239245
"Scale Up",0.09666783886566747
"Scale Up",0.09595855024451806
"Scale Up",0.06839745594828485
"Scale Up",0.005565657191372758
"Scale Up",0.09358726380002975
"Scale Up",0.03163999227883477
"Scale Up",0.12635250232946843
"Scale Up",0.10672024416130275
"Scale Up",0.023824569958550822
"Scale Up",0.20499388859786974
"Scale Up",0.2237286617118412
"Scale Up",0.08885296204035172
"Scale Up",0.20515707690575385
"Scale Up",0.19807672529054818
"Scale Up",0.3587912496283817
"Scale Up",0.16089703213575218
"Scale Up",0.03506984866123399
"Scale Up",0.14831247065823172
"Scale Up",0.14502875924404274
"Scale Up",0.0967248147545934
"Scale Up",0.00539568345323741
"Scale Up",0.35194785957635905
"Scale Up",0.2660571441806333
"Scale Up",0.6965878247382706
"Scale Up",0.006888106536047757
"Scale Up",0.2280273038199372
"Scale Up",0.20507761115495923
"Scale Up",0.13360376864695106
"Scale Up",0.09848603956458608
"Scale Up",0.27518796992481204
"Scale Up",0.16672460888999255
"Scale Up",0.2993253561145807
"Scale Up",0.08799709331319551
"Scale Up",0.3080775505558296
"Scale Up",0.24363728360258774
"Scale Up",0.03197733252378061
"Scale Up",0.0890101535651435
"Scale Up",0.14653656322686787
"Scale Up",0.07466867602842862
"Scale Up",0.09957234183941632
"Scale Up",0.11033763811065313
"Scale Up",0.16594455181947343
"Scale Up",0.49398220826792255
"Scale Up",0.1384202145625915
"Scale Up",0.28805852115460656
"Scale Up",0.03363989877168076
"Scale Up",0.3554076242853469
"Scale Up",0.08022143935581279
