config,is_criticals,parallel_threads,machine_splits,timing
3_AFP,"absolute time (0:01:00)",\_→1,"per critical node",103.72761666666666
3_AFP,"absolute time (0:01:00)",\_→1,"fixed fraction (0.1)",306.13168333333334
3_AFP,"absolute time (0:01:00)",\_→1,"fixed fraction (0.3)",146.89038333333335
3_AFP,"absolute time (0:01:00)",\_→1,"fixed fraction (0.5)",130.30536666666666
3_AFP,"absolute time (0:01:00)",\_→1,"host speed (0.5)",160.46045
3_AFP,"absolute time (0:01:00)",\_→1,"host speed (0.7)",160.46045
3_AFP,"absolute time (0:01:00)",\_→1,"host speed (0.9)",160.46045
3_AFP,"absolute time (0:01:00)",\_→4,"per critical node",109.08786666666667
3_AFP,"absolute time (0:01:00)",\_→4,"fixed fraction (0.1)",306.13168333333334
3_AFP,"absolute time (0:01:00)",\_→4,"fixed fraction (0.3)",146.89038333333335
3_AFP,"absolute time (0:01:00)",\_→4,"fixed fraction (0.5)",128.97363333333334
3_AFP,"absolute time (0:01:00)",\_→4,"host speed (0.5)",159.1399
3_AFP,"absolute time (0:01:00)",\_→4,"host speed (0.7)",159.1399
3_AFP,"absolute time (0:01:00)",\_→4,"host speed (0.9)",159.1399
3_AFP,"absolute time (0:01:00)",\_→8,"per critical node",117.01681666666667
3_AFP,"absolute time (0:01:00)",\_→8,"fixed fraction (0.1)",306.13168333333334
3_AFP,"absolute time (0:01:00)",\_→8,"fixed fraction (0.3)",146.89038333333335
3_AFP,"absolute time (0:01:00)",\_→8,"fixed fraction (0.5)",128.97363333333334
3_AFP,"absolute time (0:01:00)",\_→8,"host speed (0.5)",159.10601666666668
3_AFP,"absolute time (0:01:00)",\_→8,"host speed (0.7)",159.10601666666668
3_AFP,"absolute time (0:01:00)",\_→8,"host speed (0.9)",159.10601666666668
3_AFP,"absolute time (0:01:00)","1→1 \_→8","per critical node",103.72761666666666
3_AFP,"absolute time (0:01:00)","1→1 \_→8","fixed fraction (0.1)",306.13168333333334
3_AFP,"absolute time (0:01:00)","1→1 \_→8","fixed fraction (0.3)",146.89038333333335
3_AFP,"absolute time (0:01:00)","1→1 \_→8","fixed fraction (0.5)",130.30536666666666
3_AFP,"absolute time (0:01:00)","1→1 \_→8","host speed (0.5)",160.46045
3_AFP,"absolute time (0:01:00)","1→1 \_→8","host speed (0.7)",160.46045
3_AFP,"absolute time (0:01:00)","1→1 \_→8","host speed (0.9)",160.46045
3_AFP,"absolute time (0:01:00)","1→1 5→4 \_→8","per critical node",103.72761666666666
3_AFP,"absolute time (0:01:00)","1→1 5→4 \_→8","fixed fraction (0.1)",306.13168333333334
3_AFP,"absolute time (0:01:00)","1→1 5→4 \_→8","fixed fraction (0.3)",146.89038333333335
3_AFP,"absolute time (0:01:00)","1→1 5→4 \_→8","fixed fraction (0.5)",130.30536666666666
3_AFP,"absolute time (0:01:00)","1→1 5→4 \_→8","host speed (0.5)",160.46045
3_AFP,"absolute time (0:01:00)","1→1 5→4 \_→8","host speed (0.7)",160.46045
3_AFP,"absolute time (0:01:00)","1→1 5→4 \_→8","host speed (0.9)",160.46045
3_AFP,"absolute time (0:01:00)","1→1 5→2 10→4 \_→8","per critical node",103.72761666666666
3_AFP,"absolute time (0:01:00)","1→1 5→2 10→4 \_→8","fixed fraction (0.1)",306.13168333333334
3_AFP,"absolute time (0:01:00)","1→1 5→2 10→4 \_→8","fixed fraction (0.3)",146.89038333333335
3_AFP,"absolute time (0:01:00)","1→1 5→2 10→4 \_→8","fixed fraction (0.5)",130.30536666666666
3_AFP,"absolute time (0:01:00)","1→1 5→2 10→4 \_→8","host speed (0.5)",160.46045
3_AFP,"absolute time (0:01:00)","1→1 5→2 10→4 \_→8","host speed (0.7)",160.46045
3_AFP,"absolute time (0:01:00)","1→1 5→2 10→4 \_→8","host speed (0.9)",160.46045
3_AFP,"absolute time (0:01:00)","2→1 \_→8","per critical node",103.72761666666666
3_AFP,"absolute time (0:01:00)","2→1 \_→8","fixed fraction (0.1)",306.13168333333334
3_AFP,"absolute time (0:01:00)","2→1 \_→8","fixed fraction (0.3)",146.89038333333335
3_AFP,"absolute time (0:01:00)","2→1 \_→8","fixed fraction (0.5)",130.30536666666666
3_AFP,"absolute time (0:01:00)","2→1 \_→8","host speed (0.5)",160.46045
3_AFP,"absolute time (0:01:00)","2→1 \_→8","host speed (0.7)",160.46045
3_AFP,"absolute time (0:01:00)","2→1 \_→8","host speed (0.9)",160.46045
3_AFP,"absolute time (0:01:00)","2→1 10→4 \_→8","per critical node",103.72761666666666
3_AFP,"absolute time (0:01:00)","2→1 10→4 \_→8","fixed fraction (0.1)",306.13168333333334
3_AFP,"absolute time (0:01:00)","2→1 10→4 \_→8","fixed fraction (0.3)",146.89038333333335
3_AFP,"absolute time (0:01:00)","2→1 10→4 \_→8","fixed fraction (0.5)",130.30536666666666
3_AFP,"absolute time (0:01:00)","2→1 10→4 \_→8","host speed (0.5)",160.46045
3_AFP,"absolute time (0:01:00)","2→1 10→4 \_→8","host speed (0.7)",160.46045
3_AFP,"absolute time (0:01:00)","2→1 10→4 \_→8","host speed (0.9)",160.46045
3_AFP,"absolute time (0:01:00)","2→1 10→2 20→4 \_→8","per critical node",103.72761666666666
3_AFP,"absolute time (0:01:00)","2→1 10→2 20→4 \_→8","fixed fraction (0.1)",306.13168333333334
3_AFP,"absolute time (0:01:00)","2→1 10→2 20→4 \_→8","fixed fraction (0.3)",146.89038333333335
3_AFP,"absolute time (0:01:00)","2→1 10→2 20→4 \_→8","fixed fraction (0.5)",130.30536666666666
3_AFP,"absolute time (0:01:00)","2→1 10→2 20→4 \_→8","host speed (0.5)",160.46045
3_AFP,"absolute time (0:01:00)","2→1 10→2 20→4 \_→8","host speed (0.7)",160.46045
3_AFP,"absolute time (0:01:00)","2→1 10→2 20→4 \_→8","host speed (0.9)",160.46045
3_AFP,"absolute time (0:05:00)",\_→1,"per critical node",113.92751666666666
3_AFP,"absolute time (0:05:00)",\_→1,"fixed fraction (0.1)",156.36045
3_AFP,"absolute time (0:05:00)",\_→1,"fixed fraction (0.3)",107.67291666666667
3_AFP,"absolute time (0:05:00)",\_→1,"fixed fraction (0.5)",128.12808333333334
3_AFP,"absolute time (0:05:00)",\_→1,"host speed (0.5)",111.2749
3_AFP,"absolute time (0:05:00)",\_→1,"host speed (0.7)",111.2749
3_AFP,"absolute time (0:05:00)",\_→1,"host speed (0.9)",111.2749
3_AFP,"absolute time (0:05:00)",\_→4,"per critical node",98.90833333333333
3_AFP,"absolute time (0:05:00)",\_→4,"fixed fraction (0.1)",122.80743333333334
3_AFP,"absolute time (0:05:00)",\_→4,"fixed fraction (0.3)",87.61655
3_AFP,"absolute time (0:05:00)",\_→4,"fixed fraction (0.5)",91.1935
3_AFP,"absolute time (0:05:00)",\_→4,"host speed (0.5)",87.21356666666667
3_AFP,"absolute time (0:05:00)",\_→4,"host speed (0.7)",87.21356666666667
3_AFP,"absolute time (0:05:00)",\_→4,"host speed (0.9)",87.21356666666667
3_AFP,"absolute time (0:05:00)",\_→8,"per critical node",127.35575
3_AFP,"absolute time (0:05:00)",\_→8,"fixed fraction (0.1)",115.58406666666667
3_AFP,"absolute time (0:05:00)",\_→8,"fixed fraction (0.3)",113.87408333333333
3_AFP,"absolute time (0:05:00)",\_→8,"fixed fraction (0.5)",118.70616666666666
3_AFP,"absolute time (0:05:00)",\_→8,"host speed (0.5)",116.63776666666666
3_AFP,"absolute time (0:05:00)",\_→8,"host speed (0.7)",116.63776666666666
3_AFP,"absolute time (0:05:00)",\_→8,"host speed (0.9)",116.63776666666666
3_AFP,"absolute time (0:05:00)","1→1 \_→8","per critical node",113.06748333333333
3_AFP,"absolute time (0:05:00)","1→1 \_→8","fixed fraction (0.1)",112.41975
3_AFP,"absolute time (0:05:00)","1→1 \_→8","fixed fraction (0.3)",97.31848333333333
3_AFP,"absolute time (0:05:00)","1→1 \_→8","fixed fraction (0.5)",100.72513333333333
3_AFP,"absolute time (0:05:00)","1→1 \_→8","host speed (0.5)",98.44198333333334
3_AFP,"absolute time (0:05:00)","1→1 \_→8","host speed (0.7)",98.44198333333334
3_AFP,"absolute time (0:05:00)","1→1 \_→8","host speed (0.9)",98.44198333333334
3_AFP,"absolute time (0:05:00)","1→1 5→4 \_→8","per critical node",87.60176666666666
3_AFP,"absolute time (0:05:00)","1→1 5→4 \_→8","fixed fraction (0.1)",123.27328333333334
3_AFP,"absolute time (0:05:00)","1→1 5→4 \_→8","fixed fraction (0.3)",84.00568333333334
3_AFP,"absolute time (0:05:00)","1→1 5→4 \_→8","fixed fraction (0.5)",82.7205
3_AFP,"absolute time (0:05:00)","1→1 5→4 \_→8","host speed (0.5)",85.2011
3_AFP,"absolute time (0:05:00)","1→1 5→4 \_→8","host speed (0.7)",85.2011
3_AFP,"absolute time (0:05:00)","1→1 5→4 \_→8","host speed (0.9)",85.2011
3_AFP,"absolute time (0:05:00)","1→1 5→2 10→4 \_→8","per critical node",113.7106
3_AFP,"absolute time (0:05:00)","1→1 5→2 10→4 \_→8","fixed fraction (0.1)",115.32211666666667
3_AFP,"absolute time (0:05:00)","1→1 5→2 10→4 \_→8","fixed fraction (0.3)",81.38461666666667
3_AFP,"absolute time (0:05:00)","1→1 5→2 10→4 \_→8","fixed fraction (0.5)",103.41968333333334
3_AFP,"absolute time (0:05:00)","1→1 5→2 10→4 \_→8","host speed (0.5)",94.6961
3_AFP,"absolute time (0:05:00)","1→1 5→2 10→4 \_→8","host speed (0.7)",94.6961
3_AFP,"absolute time (0:05:00)","1→1 5→2 10→4 \_→8","host speed (0.9)",94.6961
3_AFP,"absolute time (0:05:00)","2→1 \_→8","per critical node",102.79005
3_AFP,"absolute time (0:05:00)","2→1 \_→8","fixed fraction (0.1)",128.97846666666666
3_AFP,"absolute time (0:05:00)","2→1 \_→8","fixed fraction (0.3)",90.03346666666667
3_AFP,"absolute time (0:05:00)","2→1 \_→8","fixed fraction (0.5)",97.69765
3_AFP,"absolute time (0:05:00)","2→1 \_→8","host speed (0.5)",90.93826666666666
3_AFP,"absolute time (0:05:00)","2→1 \_→8","host speed (0.7)",90.93826666666666
3_AFP,"absolute time (0:05:00)","2→1 \_→8","host speed (0.9)",90.93826666666666
3_AFP,"absolute time (0:05:00)","2→1 10→4 \_→8","per critical node",103.2965
3_AFP,"absolute time (0:05:00)","2→1 10→4 \_→8","fixed fraction (0.1)",147.16046666666668
3_AFP,"absolute time (0:05:00)","2→1 10→4 \_→8","fixed fraction (0.3)",102.44221666666667
3_AFP,"absolute time (0:05:00)","2→1 10→4 \_→8","fixed fraction (0.5)",83.37825
3_AFP,"absolute time (0:05:00)","2→1 10→4 \_→8","host speed (0.5)",107.73676666666667
3_AFP,"absolute time (0:05:00)","2→1 10→4 \_→8","host speed (0.7)",107.73676666666667
3_AFP,"absolute time (0:05:00)","2→1 10→4 \_→8","host speed (0.9)",107.73676666666667
3_AFP,"absolute time (0:05:00)","2→1 10→2 20→4 \_→8","per critical node",110.10541666666667
3_AFP,"absolute time (0:05:00)","2→1 10→2 20→4 \_→8","fixed fraction (0.1)",139.8206
3_AFP,"absolute time (0:05:00)","2→1 10→2 20→4 \_→8","fixed fraction (0.3)",94.84138333333334
3_AFP,"absolute time (0:05:00)","2→1 10→2 20→4 \_→8","fixed fraction (0.5)",112.983
3_AFP,"absolute time (0:05:00)","2→1 10→2 20→4 \_→8","host speed (0.5)",107.97411666666666
